,group,variable,value,articles
1114,2017-03,2030,3,"Solar power growth leaps by 50% worldwide thanks to US and China<br><br>Identity politics and intolerance a barrier to development, says UN report<br><br>Moores law for carbon would defeat global warming"
1115,2017-03,2037,1,'Spinning sail' rebooted to cut fuel and make ocean tankers greener
1116,2017-03,2040,1,Moores law for carbon would defeat global warming
1117,2017-03,2047,1,AI is getting brainier: when will the machines leave us in the dust? | Ian Sample
1118,2017-03,2050,1,Moores law for carbon would defeat global warming
1128,2017-04,1977,3,"Could a new approach to kill cancer at nanoscale work?<br><br>The 17 worst things about video games<br><br>Psychedelic drugs induce 'heightened state of consciousness', brain scans show"
1129,2017-04,1982,1,The race to build the worlds first sex robot
1130,2017-04,1986,1,Plans for British spaceports 'in danger of being grounded by poor legislation'
1131,2017-04,1994,1,The race to build the worlds first sex robot
1132,2017-04,1996,2,Israel's medical marijuana pioneers look to cash in on $20bn market<br><br>The race to build the worlds first sex robot
1133,2017-04,1997,2,Israel's medical marijuana pioneers look to cash in on $20bn market<br><br>Jrgen Schmidhuber on the robot future: They will pay as much attention to us as we do to ants'
1134,2017-04,1999,1,What if were living in a computer simulation?
1135,2017-04,2000,1,The race to build the worlds first sex robot
1136,2017-04,2001,1,What if were living in a computer simulation?
1137,2017-04,2004,1,Self-driving cars will only work when we accept autonomy is a myth
1138,2017-04,2007,3,British power generation achieves first ever coal-free day<br><br>What if were living in a computer simulation?<br><br>The race to build the worlds first sex robot
1139,2017-04,2010,2,"Stroke and dementia risk linked to artificial sweeteners, study suggests<br><br>The race to build the worlds first sex robot"
1140,2017-04,2011,3,"'Exciting times'? Changes in technology can boost inequality, authors say<br><br>What if were living in a computer simulation?<br><br>New human rights to protect against 'mind hacking' and brain data theft proposed"
1141,2017-04,2012,4,"1m African migrants may be en route to Europe, says former UK envoy<br><br>Israel's medical marijuana pioneers look to cash in on $20bn market<br><br>Seventeen jobs, five careers: learning in the age of automation<br><br>'Exciting times'? Changes in technology can boost inequality, authors say"
1142,2017-04,2013,2,A veggie burger that bleeds? Now the clean meat revolution is cooking on gas | Brian Kateman<br><br>Powerhouse: the startup making solar the most accessible energy in the world
1143,2017-04,2014,4,"1m African migrants may be en route to Europe, says former UK envoy<br><br>Seventeen jobs, five careers: learning in the age of automation<br><br>Stroke and dementia risk linked to artificial sweeteners, study suggests<br><br>The race to build the worlds first sex robot"
1144,2017-04,2015,9,"Salt, silicon or graphite: energy storage goes beyond lithium ion batteries<br><br>Seventeen jobs, five careers: learning in the age of automation<br><br>Jrgen Schmidhuber on the robot future: They will pay as much attention to us as we do to ants'<br><br>Rivers vanishing into thin air: this is what the climate crisis looks like | David Suzuki<br><br>What if were living in a computer simulation?<br><br>The race to build the worlds first sex robot<br><br>Bernie Sanders takes aim at Trump on climate ahead of march in DC<br><br>Plans for British spaceports 'in danger of being grounded by poor legislation'<br><br>Powerhouse: the startup making solar the most accessible energy in the world"
1145,2017-04,2016,19,"1m African migrants may be en route to Europe, says former UK envoy<br><br>Rise of robotics will upend laws and lead to human job quotas, study says<br><br>The customer is always wrong: Tesla lets out self-driving car data  when it suits<br><br>Uber is '5,000 times worse than Google's Waymo at self-driving cars'<br><br>Chinese man 'marries' robot he built himself<br><br>The end of coal: EU energy companies pledge no new plants from 2020<br><br>Virtual reality: Is this really how we will all watch TV in years to come?<br><br>Seventeen jobs, five careers: learning in the age of automation<br><br>'Exciting times'? Changes in technology can boost inequality, authors say<br><br>Nuclear war has become thinkable again  we need a reminder of what it means | Paul Mason<br><br>Jrgen Schmidhuber on the robot future: They will pay as much attention to us as we do to ants'<br><br>A veggie burger that bleeds? Now the clean meat revolution is cooking on gas | Brian Kateman<br><br>Psychedelic drugs induce 'heightened state of consciousness', brain scans show<br><br>British power generation achieves first ever coal-free day<br><br>What if were living in a computer simulation?<br><br>New human rights to protect against 'mind hacking' and brain data theft proposed<br><br>The race to build the worlds first sex robot<br><br>Why rage against the machines when we could be friends? | Peter Donnelly<br><br>Powerhouse: the startup making solar the most accessible energy in the world"
1146,2017-04,2018,5,"Virtual reality: Is this really how we will all watch TV in years to come?<br><br>Robots to replace 1 in 3 UK jobs over next 20 years, warns IPPR<br><br>Driverless pods plot new course to overtake humans<br><br>New human rights to protect against 'mind hacking' and brain data theft proposed<br><br>The race to build the worlds first sex robot"
1147,2017-04,2019,1,The race to build the worlds first sex robot
1148,2017-04,2020,3,Israel's medical marijuana pioneers look to cash in on $20bn market<br><br>The end of coal: EU energy companies pledge no new plants from 2020<br><br>Plans for British spaceports 'in danger of being grounded by poor legislation'
1149,2017-04,2021,2,Virtual reality: Is this really how we will all watch TV in years to come?<br><br>Powerhouse: the startup making solar the most accessible energy in the world
1150,2017-04,2023,1,The race to build the worlds first sex robot
1151,2017-04,2025,1,British power generation achieves first ever coal-free day
1152,2017-04,2030,4,"The end of coal: EU energy companies pledge no new plants from 2020<br><br>Seventeen jobs, five careers: learning in the age of automation<br><br>Robots to replace 1 in 3 UK jobs over next 20 years, warns IPPR<br><br>Driverless pods plot new course to overtake humans"
1153,2017-04,2035,1,"Salt, silicon or graphite: energy storage goes beyond lithium ion batteries"
1154,2017-04,2047,1,Jrgen Schmidhuber on the robot future: They will pay as much attention to us as we do to ants'
1155,2017-04,2050,4,The end of coal: EU energy companies pledge no new plants from 2020<br><br>Jrgen Schmidhuber on the robot future: They will pay as much attention to us as we do to ants'<br><br>Rivers vanishing into thin air: this is what the climate crisis looks like | David Suzuki<br><br>Bernie Sanders takes aim at Trump on climate ahead of march in DC
1168,2017-05,1970,1,Accelerationism: how a fringe philosophy predicted the future we live in
1169,2017-05,1971,1,Accelerationism: how a fringe philosophy predicted the future we live in
1170,2017-05,1972,1,Accelerationism: how a fringe philosophy predicted the future we live in
1171,2017-05,1973,2,The meaning of life in a world without work<br><br>Accelerationism: how a fringe philosophy predicted the future we live in
1172,2017-05,1974,1,Accelerationism: how a fringe philosophy predicted the future we live in
1173,2017-05,1980,1,Accelerationism: how a fringe philosophy predicted the future we live in
1174,2017-05,1981,1,"Agbots, next gen farming and how they can teach us about the future of work"
1175,2017-05,1983,2,Accelerationism: how a fringe philosophy predicted the future we live in<br><br>The new rulebook for real-life star wars
1176,2017-05,1984,1,Accelerationism: how a fringe philosophy predicted the future we live in
1177,2017-05,1989,1,Accelerationism: how a fringe philosophy predicted the future we live in
1178,2017-05,1991,1,Accelerationism: how a fringe philosophy predicted the future we live in
1179,2017-05,1992,1,Accelerationism: how a fringe philosophy predicted the future we live in
1180,2017-05,1993,2,Accelerationism: how a fringe philosophy predicted the future we live in<br><br>World's biggest building project aims to make China great again
1181,2017-05,1994,1,Accelerationism: how a fringe philosophy predicted the future we live in
1182,2017-05,1995,1,Accelerationism: how a fringe philosophy predicted the future we live in
1183,2017-05,1996,1,Accelerationism: how a fringe philosophy predicted the future we live in
1184,2017-05,1997,2,Is it really possible to live until you're 146? The science of ageing<br><br>Accelerationism: how a fringe philosophy predicted the future we live in
1185,2017-05,1998,2,"Sexism, racism and bullying are driving people out of tech, US study finds<br><br>Accelerationism: how a fringe philosophy predicted the future we live in"
